year,stateabbr,locationname,locationid,measure,data_value,data_value_type,county_fips
2022,TN,Knox,47093,Mammography use among women aged 50-74 years,76.5,Age-adjusted prevalence,47093
2022,TN,Knox,47093,Mammography use among women aged 50-74 years,76.2,Crude prevalence,47093
2022,TN,Lake,47095,Mammography use among women aged 50-74 years,69.1,Age-adjusted prevalence,47095
2022,TN,Lake,47095,Mammography use among women aged 50-74 years,69.5,Crude prevalence,47095
2022,TN,Lauderdale,47097,Mammography use among women aged 50-74 years,71.8,Age-adjusted prevalence,47097
2022,TN,Lauderdale,47097,Mammography use among women aged 50-74 years,72.0,Crude prevalence,47097
2022,TN,Lawrence,47099,Mammography use among women aged 50-74 years,69.4,Age-adjusted prevalence,47099
2022,TN,Lawrence,47099,Mammography use among women aged 50-74 years,70.8,Crude prevalence,47099
2022,TN,Lewis,47101,Mammography use among women aged 50-74 years,67.2,Age-adjusted prevalence,47101
2022,TN,Lewis,47101,Mammography use among women aged 50-74 years,68.0,Crude prevalence,47101
2022,TN,Lincoln,47103,Mammography use among women aged 50-74 years,73.8,Age-adjusted prevalence,47103
2022,TN,Lincoln,47103,Mammography use among women aged 50-74 years,74.8,Crude prevalence,47103
2022,TN,Loudon,47105,Mammography use among women aged 50-74 years,71.6,Age-adjusted prevalence,47105
2022,TN,Loudon,47105,Mammography use among women aged 50-74 years,72.6,Crude prevalence,47105
2022,TN,McMinn,47107,Mammography use among women aged 50-74 years,69.4,Age-adjusted prevalence,47107
2022,TN,McMinn,47107,Mammography use among women aged 50-74 years,70.7,Crude prevalence,47107
2022,TN,McNairy,47109,Mammography use among women aged 50-74 years,70.1,Age-adjusted prevalence,47109
2022,TN,McNairy,47109,Mammography use among women aged 50-74 years,70.8,Crude prevalence,47109
2022,TN,Macon,47111,Mammography use among women aged 50-74 years,71.9,Age-adjusted prevalence,47111
2022,TN,Macon,47111,Mammography use among women aged 50-74 years,72.2,Crude prevalence,47111
2022,TN,Madison,47113,Mammography use among women aged 50-74 years,77.6,Age-adjusted prevalence,47113
2022,TN,Madison,47113,Mammography use among women aged 50-74 years,78.2,Crude prevalence,47113
2022,TN,Marion,47115,Mammography use among women aged 50-74 years,72.8,Age-adjusted prevalence,47115
2022,TN,Marion,47115,Mammography use among women aged 50-74 years,73.4,Crude prevalence,47115
2022,TN,Marshall,47117,Mammography use among women aged 50-74 years,72.4,Age-adjusted prevalence,47117
2022,TN,Marshall,47117,Mammography use among women aged 50-74 years,72.7,Crude prevalence,47117
2022,TN,Maury,47119,Mammography use among women aged 50-74 years,76.2,Age-adjusted prevalence,47119
2022,TN,Maury,47119,Mammography use among women aged 50-74 years,76.7,Crude prevalence,47119
2022,TN,Meigs,47121,Mammography use among women aged 50-74 years,69.6,Age-adjusted prevalence,47121
2022,TN,Meigs,47121,Mammography use among women aged 50-74 years,70.8,Crude prevalence,47121
2022,TN,Monroe,47123,Mammography use among women aged 50-74 years,72.9,Age-adjusted prevalence,47123
2022,TN,Monroe,47123,Mammography use among women aged 50-74 years,73.8,Crude prevalence,47123
2022,TN,Montgomery,47125,Mammography use among women aged 50-74 years,74.8,Age-adjusted prevalence,47125
2022,TN,Montgomery,47125,Mammography use among women aged 50-74 years,75.3,Crude prevalence,47125
2022,TN,Moore,47127,Mammography use among women aged 50-74 years,72.1,Age-adjusted prevalence,47127
2022,TN,Moore,47127,Mammography use among women aged 50-74 years,72.8,Crude prevalence,47127
2022,TN,Morgan,47129,Mammography use among women aged 50-74 years,68.0,Age-adjusted prevalence,47129
2022,TN,Morgan,47129,Mammography use among women aged 50-74 years,68.6,Crude prevalence,47129
2022,TN,Obion,47131,Mammography use among women aged 50-74 years,72.1,Age-adjusted prevalence,47131
2022,TN,Obion,47131,Mammography use among women aged 50-74 years,72.8,Crude prevalence,47131
2022,TN,Overton,47133,Mammography use among women aged 50-74 years,71.8,Age-adjusted prevalence,47133
2022,TN,Overton,47133,Mammography use among women aged 50-74 years,72.9,Crude prevalence,47133
2022,TN,Perry,47135,Mammography use among women aged 50-74 years,69.6,Age-adjusted prevalence,47135
2022,TN,Perry,47135,Mammography use among women aged 50-74 years,71.5,Crude prevalence,47135
2022,TN,Pickett,47137,Mammography use among women aged 50-74 years,69.2,Age-adjusted prevalence,47137
2022,TN,Pickett,47137,Mammography use among women aged 50-74 years,71.1,Crude prevalence,47137
2022,TN,Polk,47139,Mammography use among women aged 50-74 years,72.1,Age-adjusted prevalence,47139
2022,TN,Polk,47139,Mammography use among women aged 50-74 years,72.6,Crude prevalence,47139
2022,TN,Putnam,47141,Mammography use among women aged 50-74 years,68.0,Age-adjusted prevalence,47141
2022,TN,Putnam,47141,Mammography use among women aged 50-74 years,67.8,Crude prevalence,47141
2022,TN,Rhea,47143,Mammography use among women aged 50-74 years,75.7,Age-adjusted prevalence,47143
2022,TN,Rhea,47143,Mammography use among women aged 50-74 years,75.6,Crude prevalence,47143
2022,TN,Roane,47145,Mammography use among women aged 50-74 years,72.5,Age-adjusted prevalence,47145
2022,TN,Roane,47145,Mammography use among women aged 50-74 years,73.3,Crude prevalence,47145
2022,TN,Robertson,47147,Mammography use among women aged 50-74 years,71.9,Age-adjusted prevalence,47147
2022,TN,Robertson,47147,Mammography use among women aged 50-74 years,72.8,Crude prevalence,47147
2022,TN,Rutherford,47149,Mammography use among women aged 50-74 years,75.7,Age-adjusted prevalence,47149
2022,TN,Rutherford,47149,Mammography use among women aged 50-74 years,75.8,Crude prevalence,47149
2022,TN,Scott,47151,Mammography use among women aged 50-74 years,69.8,Age-adjusted prevalence,47151
2022,TN,Scott,47151,Mammography use among women aged 50-74 years,70.3,Crude prevalence,47151
2022,TN,Sequatchie,47153,Mammography use among women aged 50-74 years,71.6,Age-adjusted prevalence,47153
2022,TN,Sequatchie,47153,Mammography use among women aged 50-74 years,72.2,Crude prevalence,47153
2022,TN,Sevier,47155,Mammography use among women aged 50-74 years,70.2,Age-adjusted prevalence,47155
2022,TN,Sevier,47155,Mammography use among women aged 50-74 years,71.5,Crude prevalence,47155
2022,TN,Shelby,47157,Mammography use among women aged 50-74 years,78.3,Age-adjusted prevalence,47157
2022,TN,Shelby,47157,Mammography use among women aged 50-74 years,79.1,Crude prevalence,47157
2022,TN,Smith,47159,Mammography use among women aged 50-74 years,74.4,Age-adjusted prevalence,47159
2022,TN,Smith,47159,Mammography use among women aged 50-74 years,74.7,Crude prevalence,47159
2022,TN,Stewart,47161,Mammography use among women aged 50-74 years,73.2,Age-adjusted prevalence,47161
2022,TN,Stewart,47161,Mammography use among women aged 50-74 years,73.0,Crude prevalence,47161
2022,TN,Sullivan,47163,Mammography use among women aged 50-74 years,73.3,Age-adjusted prevalence,47163
2022,TN,Sullivan,47163,Mammography use among women aged 50-74 years,73.9,Crude prevalence,47163
2022,TN,Sumner,47165,Mammography use among women aged 50-74 years,74.3,Age-adjusted prevalence,47165
2022,TN,Sumner,47165,Mammography use among women aged 50-74 years,74.2,Crude prevalence,47165
2022,TN,Tipton,47167,Mammography use among women aged 50-74 years,75.6,Age-adjusted prevalence,47167
2022,TN,Tipton,47167,Mammography use among women aged 50-74 years,75.8,Crude prevalence,47167
2022,TN,Trousdale,47169,Mammography use among women aged 50-74 years,73.7,Age-adjusted prevalence,47169
2022,TN,Trousdale,47169,Mammography use among women aged 50-74 years,74.4,Crude prevalence,47169
2022,TN,Unicoi,47171,Mammography use among women aged 50-74 years,65.4,Age-adjusted prevalence,47171
2022,TN,Unicoi,47171,Mammography use among women aged 50-74 years,67.5,Crude prevalence,47171
2022,TN,Union,47173,Mammography use among women aged 50-74 years,70.8,Age-adjusted prevalence,47173
2022,TN,Union,47173,Mammography use among women aged 50-74 years,71.0,Crude prevalence,47173
2022,TN,Van Buren,47175,Mammography use among women aged 50-74 years,68.1,Age-adjusted prevalence,47175
2022,TN,Van Buren,47175,Mammography use among women aged 50-74 years,69.3,Crude prevalence,47175
2022,TN,Warren,47177,Mammography use among women aged 50-74 years,70.7,Age-adjusted prevalence,47177
2022,TN,Warren,47177,Mammography use among women aged 50-74 years,71.2,Crude prevalence,47177
2022,TN,Washington,47179,Mammography use among women aged 50-74 years,71.7,Age-adjusted prevalence,47179
2022,TN,Washington,47179,Mammography use among women aged 50-74 years,72.3,Crude prevalence,47179
2022,TN,Wayne,47181,Mammography use among women aged 50-74 years,72.2,Age-adjusted prevalence,47181
2022,TN,Wayne,47181,Mammography use among women aged 50-74 years,72.5,Crude prevalence,47181
2022,TN,Weakley,47183,Mammography use among women aged 50-74 years,72.9,Age-adjusted prevalence,47183
2022,TN,Weakley,47183,Mammography use among women aged 50-74 years,73.6,Crude prevalence,47183
2022,TN,White,47185,Mammography use among women aged 50-74 years,68.2,Age-adjusted prevalence,47185
2022,TN,White,47185,Mammography use among women aged 50-74 years,68.3,Crude prevalence,47185
2022,TN,Williamson,47187,Mammography use among women aged 50-74 years,80.1,Age-adjusted prevalence,47187
2022,TN,Williamson,47187,Mammography use among women aged 50-74 years,80.2,Crude prevalence,47187
2022,TN,Wilson,47189,Mammography use among women aged 50-74 years,75.4,Age-adjusted prevalence,47189
2022,TN,Wilson,47189,Mammography use among women aged 50-74 years,75.6,Crude prevalence,47189
2022,TX,Anderson,48001,Mammography use among women aged 50-74 years,70.9,Age-adjusted prevalence,48001
2022,TX,Anderson,48001,Mammography use among women aged 50-74 years,71.4,Crude prevalence,48001
2022,TX,Andrews,48003,Mammography use among women aged 50-74 years,71.6,Age-adjusted prevalence,48003
2022,TX,Andrews,48003,Mammography use among women aged 50-74 years,71.6,Crude prevalence,48003
2022,TX,Angelina,48005,Mammography use among women aged 50-74 years,74.9,Age-adjusted prevalence,48005
2022,TX,Angelina,48005,Mammography use among women aged 50-74 years,75.0,Crude prevalence,48005
2022,TX,Aransas,48007,Mammography use among women aged 50-74 years,70.8,Age-adjusted prevalence,48007
2022,TX,Aransas,48007,Mammography use among women aged 50-74 years,71.5,Crude prevalence,48007
2022,TX,Archer,48009,Mammography use among women aged 50-74 years,73.2,Age-adjusted prevalence,48009
2022,TX,Archer,48009,Mammography use among women aged 50-74 years,73.8,Crude prevalence,48009
2022,TX,Armstrong,48011,Mammography use among women aged 50-74 years,69.9,Age-adjusted prevalence,48011
2022,TX,Armstrong,48011,Mammography use among women aged 50-74 years,70.2,Crude prevalence,48011
2022,TX,Atascosa,48013,Mammography use among women aged 50-74 years,71.2,Age-adjusted prevalence,48013
2022,TX,Atascosa,48013,Mammography use among women aged 50-74 years,71.4,Crude prevalence,48013
2022,TX,Austin,48015,Mammography use among women aged 50-74 years,69.2,Age-adjusted prevalence,48015
2022,TX,Austin,48015,Mammography use among women aged 50-74 years,69.8,Crude prevalence,48015
2022,TX,Bailey,48017,Mammography use among women aged 50-74 years,69.1,Age-adjusted prevalence,48017
2022,TX,Bailey,48017,Mammography use among women aged 50-74 years,69.3,Crude prevalence,48017
2022,TX,Bandera,48019,Mammography use among women aged 50-74 years,71.8,Age-adjusted prevalence,48019
2022,TX,Bandera,48019,Mammography use among women aged 50-74 years,72.6,Crude prevalence,48019
2022,TX,Bastrop,48021,Mammography use among women aged 50-74 years,69.3,Age-adjusted prevalence,48021
2022,TX,Bastrop,48021,Mammography use among women aged 50-74 years,69.6,Crude prevalence,48021
2022,TX,Baylor,48023,Mammography use among women aged 50-74 years,74.9,Age-adjusted prevalence,48023
2022,TX,Baylor,48023,Mammography use among women aged 50-74 years,75.0,Crude prevalence,48023
2022,TX,Bee,48025,Mammography use among women aged 50-74 years,69.6,Age-adjusted prevalence,48025
2022,TX,Bee,48025,Mammography use among women aged 50-74 years,70.4,Crude prevalence,48025
2022,TX,Bell,48027,Mammography use among women aged 50-74 years,74.9,Age-adjusted prevalence,48027
2022,TX,Bell,48027,Mammography use among women aged 50-74 years,75.3,Crude prevalence,48027
2022,TX,Bexar,48029,Mammography use among women aged 50-74 years,72.7,Age-adjusted prevalence,48029
2022,TX,Bexar,48029,Mammography use among women aged 50-74 years,73.0,Crude prevalence,48029
2022,TX,Blanco,48031,Mammography use among women aged 50-74 years,75.4,Age-adjusted prevalence,48031
2022,TX,Blanco,48031,Mammography use among women aged 50-74 years,75.3,Crude prevalence,48031
2022,TX,Borden,48033,Mammography use among women aged 50-74 years,77.8,Age-adjusted prevalence,48033
2022,TX,Borden,48033,Mammography use among women aged 50-74 years,77.8,Crude prevalence,48033
2022,TX,Bosque,48035,Mammography use among women aged 50-74 years,72.0,Age-adjusted prevalence,48035
2022,TX,Bosque,48035,Mammography use among women aged 50-74 years,72.6,Crude prevalence,48035
2022,TX,Bowie,48037,Mammography use among women aged 50-74 years,66.9,Age-adjusted prevalence,48037
2022,TX,Bowie,48037,Mammography use among women aged 50-74 years,67.8,Crude prevalence,48037
2022,TX,Brazoria,48039,Mammography use among women aged 50-74 years,73.4,Age-adjusted prevalence,48039
2022,TX,Brazoria,48039,Mammography use among women aged 50-74 years,73.6,Crude prevalence,48039
2022,TX,Brazos,48041,Mammography use among women aged 50-74 years,71.8,Age-adjusted prevalence,48041
2022,TX,Brazos,48041,Mammography use among women aged 50-74 years,72.3,Crude prevalence,48041
2022,TX,Brewster,48043,Mammography use among women aged 50-74 years,73.2,Age-adjusted prevalence,48043
2022,TX,Brewster,48043,Mammography use among women aged 50-74 years,73.5,Crude prevalence,48043
2022,TX,Briscoe,48045,Mammography use among women aged 50-74 years,67.5,Age-adjusted prevalence,48045
2022,TX,Briscoe,48045,Mammography use among women aged 50-74 years,68.1,Crude prevalence,48045
2022,TX,Brooks,48047,Mammography use among women aged 50-74 years,62.8,Age-adjusted prevalence,48047
2022,TX,Brooks,48047,Mammography use among women aged 50-74 years,64.1,Crude prevalence,48047
2022,TX,Brown,48049,Mammography use among women aged 50-74 years,70.6,Age-adjusted prevalence,48049
2022,TX,Brown,48049,Mammography use among women aged 50-74 years,71.5,Crude prevalence,48049
2022,TX,Burleson,48051,Mammography use among women aged 50-74 years,70.3,Age-adjusted prevalence,48051
2022,TX,Burleson,48051,Mammography use among women aged 50-74 years,70.5,Crude prevalence,48051
2022,TX,Burnet,48053,Mammography use among women aged 50-74 years,72.5,Age-adjusted prevalence,48053
2022,TX,Burnet,48053,Mammography use among women aged 50-74 years,72.9,Crude prevalence,48053
2022,TX,Caldwell,48055,Mammography use among women aged 50-74 years,68.3,Age-adjusted prevalence,48055
2022,TX,Caldwell,48055,Mammography use among women aged 50-74 years,68.8,Crude prevalence,48055
2022,TX,Calhoun,48057,Mammography use among women aged 50-74 years,71.0,Age-adjusted prevalence,48057
2022,TX,Calhoun,48057,Mammography use among women aged 50-74 years,72.4,Crude prevalence,48057
2022,TX,Callahan,48059,Mammography use among women aged 50-74 years,70.6,Age-adjusted prevalence,48059
2022,TX,Callahan,48059,Mammography use among women aged 50-74 years,72.6,Crude prevalence,48059
2022,TX,Cameron,48061,Mammography use among women aged 50-74 years,72.1,Age-adjusted prevalence,48061
2022,TX,Cameron,48061,Mammography use among women aged 50-74 years,72.5,Crude prevalence,48061
2022,TX,Camp,48063,Mammography use among women aged 50-74 years,69.1,Age-adjusted prevalence,48063
2022,TX,Camp,48063,Mammography use among women aged 50-74 years,69.6,Crude prevalence,48063
2022,TX,Carson,48065,Mammography use among women aged 50-74 years,73.3,Age-adjusted prevalence,48065
2022,TX,Carson,48065,Mammography use among women aged 50-74 years,73.6,Crude prevalence,48065
2022,TX,Cass,48067,Mammography use among women aged 50-74 years,69.4,Age-adjusted prevalence,48067
2022,TX,Cass,48067,Mammography use among women aged 50-74 years,70.6,Crude prevalence,48067
2022,TX,Castro,48069,Mammography use among women aged 50-74 years,68.7,Age-adjusted prevalence,48069
2022,TX,Castro,48069,Mammography use among women aged 50-74 years,69.3,Crude prevalence,48069
2022,TX,Chambers,48071,Mammography use among women aged 50-74 years,74.5,Age-adjusted prevalence,48071
2022,TX,Chambers,48071,Mammography use among women aged 50-74 years,74.5,Crude prevalence,48071
2022,TX,Cherokee,48073,Mammography use among women aged 50-74 years,68.1,Age-adjusted prevalence,48073
2022,TX,Cherokee,48073,Mammography use among women aged 50-74 years,68.9,Crude prevalence,48073
2022,TX,Childress,48075,Mammography use among women aged 50-74 years,68.5,Age-adjusted prevalence,48075
2022,TX,Childress,48075,Mammography use among women aged 50-74 years,69.3,Crude prevalence,48075
2022,TX,Clay,48077,Mammography use among women aged 50-74 years,72.0,Age-adjusted prevalence,48077
2022,TX,Clay,48077,Mammography use among women aged 50-74 years,73.5,Crude prevalence,48077
2022,TX,Cochran,48079,Mammography use among women aged 50-74 years,67.4,Age-adjusted prevalence,48079
2022,TX,Cochran,48079,Mammography use among women aged 50-74 years,68.6,Crude prevalence,48079
2022,TX,Coke,48081,Mammography use among women aged 50-74 years,68.4,Age-adjusted prevalence,48081
2022,TX,Coke,48081,Mammography use among women aged 50-74 years,68.6,Crude prevalence,48081
2022,TX,Coleman,48083,Mammography use among women aged 50-74 years,73.0,Age-adjusted prevalence,48083
2022,TX,Coleman,48083,Mammography use among women aged 50-74 years,74.6,Crude prevalence,48083
2022,TX,Collin,48085,Mammography use among women aged 50-74 years,78.7,Age-adjusted prevalence,48085
2022,TX,Collin,48085,Mammography use among women aged 50-74 years,78.6,Crude prevalence,48085
2022,TX,Collingsworth,48087,Mammography use among women aged 50-74 years,69.0,Age-adjusted prevalence,48087
2022,TX,Collingsworth,48087,Mammography use among women aged 50-74 years,69.7,Crude prevalence,48087
2022,TX,Colorado,48089,Mammography use among women aged 50-74 years,74.0,Age-adjusted prevalence,48089
2022,TX,Colorado,48089,Mammography use among women aged 50-74 years,74.5,Crude prevalence,48089
2022,TX,Comal,48091,Mammography use among women aged 50-74 years,70.3,Age-adjusted prevalence,48091
2022,TX,Comal,48091,Mammography use among women aged 50-74 years,70.9,Crude prevalence,48091
2022,TX,Comanche,48093,Mammography use among women aged 50-74 years,67.4,Age-adjusted prevalence,48093
2022,TX,Comanche,48093,Mammography use among women aged 50-74 years,68.8,Crude prevalence,48093
2022,TX,Concho,48095,Mammography use among women aged 50-74 years,67.6,Age-adjusted prevalence,48095
2022,TX,Concho,48095,Mammography use among women aged 50-74 years,69.0,Crude prevalence,48095
2022,TX,Cooke,48097,Mammography use among women aged 50-74 years,67.5,Age-adjusted prevalence,48097
2022,TX,Cooke,48097,Mammography use among women aged 50-74 years,69.4,Crude prevalence,48097
2022,TX,Coryell,48099,Mammography use among women aged 50-74 years,73.0,Age-adjusted prevalence,48099
2022,TX,Coryell,48099,Mammography use among women aged 50-74 years,73.1,Crude prevalence,48099
2022,TX,Cottle,48101,Mammography use among women aged 50-74 years,70.3,Age-adjusted prevalence,48101
2022,TX,Cottle,48101,Mammography use among women aged 50-74 years,70.1,Crude prevalence,48101
2022,TX,Crane,48103,Mammography use among women aged 50-74 years,70.3,Age-adjusted prevalence,48103
2022,TX,Crane,48103,Mammography use among women aged 50-74 years,70.6,Crude prevalence,48103
2022,TX,Crockett,48105,Mammography use among women aged 50-74 years,69.9,Age-adjusted prevalence,48105
2022,TX,Crockett,48105,Mammography use among women aged 50-74 years,70.3,Crude prevalence,48105
2022,TX,Crosby,48107,Mammography use among women aged 50-74 years,68.0,Age-adjusted prevalence,48107
2022,TX,Crosby,48107,Mammography use among women aged 50-74 years,68.3,Crude prevalence,48107
2022,TX,Culberson,48109,Mammography use among women aged 50-74 years,70.4,Age-adjusted prevalence,48109
2022,TX,Culberson,48109,Mammography use among women aged 50-74 years,70.6,Crude prevalence,48109
2022,TX,Dallam,48111,Mammography use among women aged 50-74 years,67.9,Age-adjusted prevalence,48111
2022,TX,Dallam,48111,Mammography use among women aged 50-74 years,68.3,Crude prevalence,48111
2022,TX,Dallas,48113,Mammography use among women aged 50-74 years,73.6,Age-adjusted prevalence,48113
2022,TX,Dallas,48113,Mammography use among women aged 50-74 years,73.9,Crude prevalence,48113
2022,TX,Dawson,48115,Mammography use among women aged 50-74 years,67.0,Age-adjusted prevalence,48115
2022,TX,Dawson,48115,Mammography use among women aged 50-74 years,67.3,Crude prevalence,48115
2022,TX,Deaf Smith,48117,Mammography use among women aged 50-74 years,65.0,Age-adjusted prevalence,48117
2022,TX,Deaf Smith,48117,Mammography use among women aged 50-74 years,65.7,Crude prevalence,48117
2022,TX,Delta,48119,Mammography use among women aged 50-74 years,72.5,Age-adjusted prevalence,48119
2022,TX,Delta,48119,Mammography use among women aged 50-74 years,72.4,Crude prevalence,48119
2022,TX,Denton,48121,Mammography use among women aged 50-74 years,79.2,Age-adjusted prevalence,48121
2022,TX,Denton,48121,Mammography use among women aged 50-74 years,79.2,Crude prevalence,48121
2022,TX,DeWitt,48123,Mammography use among women aged 50-74 years,68.9,Age-adjusted prevalence,48123
2022,TX,DeWitt,48123,Mammography use among women aged 50-74 years,69.7,Crude prevalence,48123
2022,TX,Dickens,48125,Mammography use among women aged 50-74 years,70.9,Age-adjusted prevalence,48125
2022,TX,Dickens,48125,Mammography use among women aged 50-74 years,72.9,Crude prevalence,48125
2022,TX,Dimmit,48127,Mammography use among women aged 50-74 years,61.6,Age-adjusted prevalence,48127
2022,TX,Dimmit,48127,Mammography use among women aged 50-74 years,62.2,Crude prevalence,48127
2022,TX,Donley,48129,Mammography use among women aged 50-74 years,73.4,Age-adjusted prevalence,48129
2022,TX,Donley,48129,Mammography use among women aged 50-74 years,73.8,Crude prevalence,48129
2022,TX,Duval,48131,Mammography use among women aged 50-74 years,72.1,Age-adjusted prevalence,48131
2022,TX,Duval,48131,Mammography use among women aged 50-74 years,71.8,Crude prevalence,48131
2022,TX,Eastland,48133,Mammography use among women aged 50-74 years,70.1,Age-adjusted prevalence,48133
2022,TX,Eastland,48133,Mammography use among women aged 50-74 years,70.7,Crude prevalence,48133
2022,TX,Ector,48135,Mammography use among women aged 50-74 years,72.5,Age-adjusted prevalence,48135
2022,TX,Ector,48135,Mammography use among women aged 50-74 years,72.5,Crude prevalence,48135
2022,TX,Edwards,48137,Mammography use among women aged 50-74 years,65.8,Age-adjusted prevalence,48137
2022,TX,Edwards,48137,Mammography use among women aged 50-74 years,67.3,Crude prevalence,48137
2022,TX,Ellis,48139,Mammography use among women aged 50-74 years,73.8,Age-adjusted prevalence,48139
2022,TX,Ellis,48139,Mammography use among women aged 50-74 years,74.0,Crude prevalence,48139
2022,TX,El Paso,48141,Mammography use among women aged 50-74 years,71.9,Age-adjusted prevalence,48141
2022,TX,El Paso,48141,Mammography use among women aged 50-74 years,72.4,Crude prevalence,48141
2022,TX,Erath,48143,Mammography use among women aged 50-74 years,66.4,Age-adjusted prevalence,48143
2022,TX,Erath,48143,Mammography use among women aged 50-74 years,67.1,Crude prevalence,48143
2022,TX,Falls,48145,Mammography use among women aged 50-74 years,70.4,Age-adjusted prevalence,48145
2022,TX,Falls,48145,Mammography use among women aged 50-74 years,70.8,Crude prevalence,48145
2022,TX,Fannin,48147,Mammography use among women aged 50-74 years,71.7,Age-adjusted prevalence,48147
2022,TX,Fannin,48147,Mammography use among women aged 50-74 years,72.3,Crude prevalence,48147
2022,TX,Fayette,48149,Mammography use among women aged 50-74 years,72.4,Age-adjusted prevalence,48149
2022,TX,Fayette,48149,Mammography use among women aged 50-74 years,73.0,Crude prevalence,48149
2022,TX,Fisher,48151,Mammography use among women aged 50-74 years,73.7,Age-adjusted prevalence,48151
2022,TX,Fisher,48151,Mammography use among women aged 50-74 years,74.4,Crude prevalence,48151
2022,TX,Floyd,48153,Mammography use among women aged 50-74 years,68.0,Age-adjusted prevalence,48153
2022,TX,Floyd,48153,Mammography use among women aged 50-74 years,68.2,Crude prevalence,48153
2022,TX,Foard,48155,Mammography use among women aged 50-74 years,67.5,Age-adjusted prevalence,48155
2022,TX,Foard,48155,Mammography use among women aged 50-74 years,67.6,Crude prevalence,48155
2022,TX,Fort Bend,48157,Mammography use among women aged 50-74 years,77.1,Age-adjusted prevalence,48157
2022,TX,Fort Bend,48157,Mammography use among women aged 50-74 years,77.5,Crude prevalence,48157
2022,TX,Franklin,48159,Mammography use among women aged 50-74 years,73.9,Age-adjusted prevalence,48159
2022,TX,Franklin,48159,Mammography use among women aged 50-74 years,75.1,Crude prevalence,48159
2022,TX,Freestone,48161,Mammography use among women aged 50-74 years,70.2,Age-adjusted prevalence,48161
2022,TX,Freestone,48161,Mammography use among women aged 50-74 years,71.5,Crude prevalence,48161
2022,TX,Frio,48163,Mammography use among women aged 50-74 years,68.0,Age-adjusted prevalence,48163
2022,TX,Frio,48163,Mammography use among women aged 50-74 years,69.2,Crude prevalence,48163
2022,TX,Gaines,48165,Mammography use among women aged 50-74 years,69.0,Age-adjusted prevalence,48165
2022,TX,Gaines,48165,Mammography use among women aged 50-74 years,69.0,Crude prevalence,48165
2022,TX,Galveston,48167,Mammography use among women aged 50-74 years,74.4,Age-adjusted prevalence,48167
2022,TX,Galveston,48167,Mammography use among women aged 50-74 years,74.7,Crude prevalence,48167
2022,TX,Garza,48169,Mammography use among women aged 50-74 years,69.4,Age-adjusted prevalence,48169
2022,TX,Garza,48169,Mammography use among women aged 50-74 years,69.8,Crude prevalence,48169
2022,TX,Gillespie,48171,Mammography use among women aged 50-74 years,71.9,Age-adjusted prevalence,48171
2022,TX,Gillespie,48171,Mammography use among women aged 50-74 years,73.6,Crude prevalence,48171
2022,TX,Glasscock,48173,Mammography use among women aged 50-74 years,73.5,Age-adjusted prevalence,48173
2022,TX,Glasscock,48173,Mammography use among women aged 50-74 years,73.7,Crude prevalence,48173
2022,TX,Goliad,48175,Mammography use among women aged 50-74 years,71.1,Age-adjusted prevalence,48175
2022,TX,Goliad,48175,Mammography use among women aged 50-74 years,71.1,Crude prevalence,48175
2022,TX,Gonzales,48177,Mammography use among women aged 50-74 years,69.9,Age-adjusted prevalence,48177
2022,TX,Gonzales,48177,Mammography use among women aged 50-74 years,70.6,Crude prevalence,48177
2022,TX,Gray,48179,Mammography use among women aged 50-74 years,66.4,Age-adjusted prevalence,48179
2022,TX,Gray,48179,Mammography use among women aged 50-74 years,67.2,Crude prevalence,48179
2022,TX,Grayson,48181,Mammography use among women aged 50-74 years,69.3,Age-adjusted prevalence,48181
2022,TX,Grayson,48181,Mammography use among women aged 50-74 years,70.5,Crude prevalence,48181
2022,TX,Gregg,48183,Mammography use among women aged 50-74 years,69.0,Age-adjusted prevalence,48183
2022,TX,Gregg,48183,Mammography use among women aged 50-74 years,69.1,Crude prevalence,48183
2022,TX,Grimes,48185,Mammography use among women aged 50-74 years,71.5,Age-adjusted prevalence,48185
2022,TX,Grimes,48185,Mammography use among women aged 50-74 years,71.5,Crude prevalence,48185
2022,TX,Guadalupe,48187,Mammography use among women aged 50-74 years,72.1,Age-adjusted prevalence,48187
2022,TX,Guadalupe,48187,Mammography use among women aged 50-74 years,72.2,Crude prevalence,48187
2022,TX,Hale,48189,Mammography use among women aged 50-74 years,66.4,Age-adjusted prevalence,48189
2022,TX,Hale,48189,Mammography use among women aged 50-74 years,67.1,Crude prevalence,48189
2022,TX,Hall,48191,Mammography use among women aged 50-74 years,66.5,Age-adjusted prevalence,48191
2022,TX,Hall,48191,Mammography use among women aged 50-74 years,67.2,Crude prevalence,48191
2022,TX,Hamilton,48193,Mammography use among women aged 50-74 years,72.0,Age-adjusted prevalence,48193
2022,TX,Hamilton,48193,Mammography use among women aged 50-74 years,74.0,Crude prevalence,48193
2022,TX,Hansford,48195,Mammography use among women aged 50-74 years,70.5,Age-adjusted prevalence,48195
2022,TX,Hansford,48195,Mammography use among women aged 50-74 years,71.0,Crude prevalence,48195
2022,TX,Hardeman,48197,Mammography use among women aged 50-74 years,71.7,Age-adjusted prevalence,48197
2022,TX,Hardeman,48197,Mammography use among women aged 50-74 years,72.1,Crude prevalence,48197
2022,TX,Hardin,48199,Mammography use among women aged 50-74 years,70.3,Age-adjusted prevalence,48199
